English,Polish
wee,maleñki
tapes,taœmy
dull,nieciekawy
sandra,sandra
teenage,nastolatek
kent,kent
cooperate,wspó³pracowaæ
risks,ryzyko
dug,dójka
worthless,bezwartoœciowy
arriving,przyjazd
kindness,¿yczliwoœæ
ties,wiêzi
items,przedmiotów
and-,oraz-
grip,chwyt
relations,relacje
rumor,plotka
skirt,spódnica
frog,¿aba
paige,paige
lloyd,lloyd
claimed,przejête
perfume,perfumy
instrumental,instrumentalny
flames,p³omienie
association,stowarzyszenie
loses,przegrywaæ
january,styczeñ
spike,kolec
israel,izrael
eleven,jedenaœcie
gallery,galeria
ginger,imbir
activities,zajêcia
iraq,irak
boarding,aborda¿
fist,piêœæ
stuffed,nadziewany
improve,poprawiæ
creation,kreacja
connie,connie
infection,infekcja
strikes,uderzenia
wiped,wytarte
tension,napiêcie
whistles,gwizdy
kindly,uprzejmie
certificate,certyfikat
curtis,curtis
bold,pogrubienie
threats,zagro¿enia
claudia,claudia
sid,sid
twisted,skrêcone
suspended,zawieszony
affected,dotkniêty
envy,zazdroœæ
whale,wieloryb
dial,wybierz
cameron,cameron
martial,wojenny
controlled,kontrolowane
lung,p³uco
nigga,czarnuch
coal,wêgiel
upside,plus
imperial,cesarski
pam,pam
paranoid,paranoidalny
signing,podpisanie
congress,kongres
villa,willa
candles,œwiece
filling,nadzienie
becky,becky
comic,komiczny
faint,mdleæ
recovery,powrót do zdrowia
volunteer,wolontariusz
tech,tech
bleed,krwawiæ
positions,pozycje
cindy,cindy
narrow,w¹ska
forbid,zakazaæ
stuart,stuart
perspective,perspektywiczny
faced,twarz
neat,schludny
pierce,przebiæ
observe,przestrzegaæ
cycle,cykl
psychic,psychiczny
handling,obs³ugiwanie
goose,gêœ
accidentally,przypadkowo
conclusion,wniosek
designer,projektant
sits,siedzi
importance,znaczenie
spots,kropki
francs,franki
sweep,zamiataæ
destroying,niszczenie
communist,komunistyczny
blackmail,szanta¿
pacific,pacyfik
risky,ryzykowny
glorious,wspania³y
filed,wniesiony
hatred,nienawiœæ
cam,krzywka
deals,oferty
pos,poz
fooling,wyg³upienie
persons,osoby
scotch,szkocka
executed,wykonany
brakes,hamulce
blank,pusty
tender,miêkki
kurt,kurt
turner,tokarz
tub,wanna
sucker,przyssawka
slight,niewielki
addition,dodatek
campus,kampus
ritual,rytua³
prey,ofiara
